School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,Size_10,Size_25,Size_100,Size_250,Size_500,Size_750,Size_1000,Size_1500,Size_2500,Size_500,average_school_size,metric_average_school_size
Public ISD,MULESHOE ISD,98,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0.0015,0.0005,0.0025,332,
Public ISD,MULESHOE ISD,98,7th Grade,total_infected_mean,1,1,1.1265,1.2535,1.357,1.3905,1.3285,1.413,1.4305,1.4195,332,1.287448
Public ISD,MUMFORD ISD,92.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1695,0.213,0.2265,0.245,0.244,0.252,0.2545,299,0.178026
Public ISD,MUMFORD ISD,92.3,7th Grade,total_infected_mean,1,1.3775,2.707,4.2705,5.8965,7.0895,8.6015,10.614,14.1555,20.6645,299,4.589196
Public ISD,MUNDAY CISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,210,
Public ISD,MUNDAY CISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,210,1
Public ISD,MURCHISON ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,169,
Public ISD,MURCHISON ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,169,1
Private School,Marine Military Academy,81.8,7th Grade,probability_exceeding_10_total_cases,0,0,0.613,0.646,0.6385,0.6645,0.641,0.6805,0.663,0.648,,0.6385
Private School,Marine Military Academy,81.8,7th Grade,total_infected_mean,1.6085,3.322,11.3725,27.3165,53.2075,83.522,106.825,170.7405,277.363,542.763,,53.2075
Private School,Mary Help of Christians School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Mary Help of Christians School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Mary Immaculate School,98.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,,
Private School,Mary Immaculate School,98.3,7th Grade,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,,1.331
Private School,McKinney Christian Academy,87.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.323,0.4315,0.4805,0.488,0.4675,0.528,0.496,0.4825,,0.4805
Private School,McKinney Christian Academy,87.7,7th Grade,total_infected_mean,1.603,2.56,5.819,11.0185,21.7735,32.616,41.153,69.5475,109.05,213.1855,,21.7735
Private School,Memorial Lutheran School Houston,81.8,7th Grade,probability_exceeding_10_total_cases,0,0,0.613,0.646,0.6385,0.6645,0.641,0.6805,0.663,0.648,,0.6385
Private School,Memorial Lutheran School Houston,81.8,7th Grade,total_infected_mean,1.6085,3.322,11.3725,27.3165,53.2075,83.522,106.825,170.7405,277.363,542.763,,53.2075
Private School,Mercy Culture Preparatory Academy,50,7th Grade,probability_exceeding_10_total_cases,0,0.8835,0.887,0.8815,0.8825,0.8985,0.8915,0.8825,0.8865,0.8915,,0.8825
Private School,Mercy Culture Preparatory Academy,50,7th Grade,total_infected_mean,4.4175,11.603,44.4505,110.27,220.647,336.865,445.647,661.6665,1107.726,2227.7855,,220.647
Private School,Merryhill School Arlington,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Merryhill School Arlington,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Messiah Lutheran Classical Academy,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Messiah Lutheran Classical Academy,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Midland Christian School,96.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.014,0.0175,0.0205,0.0255,0.024,,0.007
Private School,Midland Christian School,96.5,7th Grade,total_infected_mean,1,1,1.4945,1.711,1.8505,1.939,2.036,2.021,2.0785,2.134,,1.8505
Private School,Most Holy Trinity Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Most Holy Trinity Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Mount Sacred Heart School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Mount Sacred Heart School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Mount St. Michael Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Mount St. Michael Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Mountain West Montessori,83.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,,0.624
Private School,Mountain West Montessori,83.3,7th Grade,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,,46.6405
Public ISD,NACOGDOCHES ISD,99.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,640,
Public ISD,NACOGDOCHES ISD,99.1,7th Grade,total_infected_mean,1,1,1,1.122,1.1395,1.129,1.1265,1.1605,1.1615,1.1575,640,1.13362
Public ISD,NATALIA ISD,99,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,328,
Public ISD,NATALIA ISD,99,7th Grade,total_infected_mean,1,1,1,1.123,1.139,1.1425,1.1515,1.174,1.1685,1.183,328,1.127992
Public ISD,NAVARRO ISD,97.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.0005,0.002,0.0035,0.0055,0.009,0.0075,675,0.00155
Public ISD,NAVARRO ISD,97.3,7th Grade,total_infected_mean,1,1,1.2945,1.457,1.5185,1.602,1.621,1.6515,1.727,1.7285,675,1.57695
Public ISD,NAVASOTA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,492,
Public ISD,NAVASOTA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,492,1
Public ISD,NAZARETH ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,243,
Public ISD,NAZARETH ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,243,1
Public ISD,NECHES ISD,96.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,168,
Public ISD,NECHES ISD,96.6,7th Grade,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,168,1.568826667
Public ISD,NEDERLAND ISD,95.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,632,0.046576
Public ISD,NEDERLAND ISD,95.2,7th Grade,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,632,2.583392
Public ISD,NEEDVILLE ISD,98.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,912,
Public ISD,NEEDVILLE ISD,98.7,7th Grade,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,912,1.21932
Public ISD,NEW BOSTON ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,369,
Public ISD,NEW BOSTON ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,369,1
Public ISD,NEW BRAUNFELS ISD,97,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.001,0.007,0.0065,0.01,0.0095,0.014,659,0.004816
Public ISD,NEW BRAUNFELS ISD,97,7th Grade,total_infected_mean,1,1,1.2975,1.561,1.6465,1.693,1.725,1.7605,1.7255,1.821,659,1.676074
Public ISD,NEW CANEY ISD,98.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,971,
Public ISD,NEW CANEY ISD,98.7,7th Grade,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,971,1.22581
Public ISD,NEW DEAL ISD,94.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,157,
Public ISD,NEW DEAL ISD,94.4,7th Grade,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,157,2.18789
Public ISD,NEW DIANA ISD,95.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0025,0.025,0.0485,0.041,0.046,0.059,0.0595,378,0.01402
Public ISD,NEW DIANA ISD,95.7,7th Grade,total_infected_mean,1,1.4025,1.746,2.003,2.1955,2.5455,2.458,2.624,2.717,2.673,378,2.10156
Public ISD,NEW FRONTIERS PUBLIC SCHOOLS INC,97.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.001,0.001,0.004,0.0045,80,
Public ISD,NEW FRONTIERS PUBLIC SCHOOLS INC,97.6,7th Grade,total_infected_mean,1,1,1.316,1.336,1.429,1.4965,1.4835,1.501,1.5385,1.606,80,1.231733333
Public ISD,NEW HOME ISD,95,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0195,0.0415,0.0745,0.073,0.0735,0.0805,0.0945,354,0.028652
Public ISD,NEW HOME ISD,95,7th Grade,total_infected_mean,1,1.3865,1.7315,2.3,2.54,3.0805,2.9855,3.1205,3.3895,3.846,354,2.39984
Public ISD,NEW SUMMERFIELD ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,526,
Public ISD,NEW SUMMERFIELD ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,526,1
Public ISD,NEW WAVERLY ISD,97.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0025,0.001,0.002,268,
Public ISD,NEW WAVERLY ISD,97.8,7th Grade,total_infected_mean,1,1,1.3205,1.351,1.4065,1.419,1.404,1.474,1.4435,1.5025,268,1.354996
Public ISD,NEWCASTLE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,227,
Public ISD,NEWCASTLE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,227,1
Public ISD,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTO,93.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1155,0.1755,0.182,0.1965,0.201,0.2065,0.2105,,0.1755
Public ISD,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTO,93.1,7th Grade,total_infected_mean,1,1.3855,2.2845,3.642,4.77,5.486,6.2815,7.349,9.1065,12.3575,,4.77
Public ISD,NEWTON ISD,98.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,311,
Public ISD,NEWTON ISD,98.7,7th Grade,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,311,1.206596
Public ISD,NIXON-SMILEY CISD,98.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,222,
Public ISD,NIXON-SMILEY CISD,98.6,7th Grade,total_infected_mean,1,1,1.141,1.1965,1.216,1.268,1.229,1.239,1.246,1.257,222,1.18614
Public ISD,NOCONA ISD,95.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0025,0.025,0.0485,0.041,0.046,0.059,0.0595,261,0.00349
Public ISD,NOCONA ISD,95.7,7th Grade,total_infected_mean,1,1.4025,1.746,2.003,2.1955,2.5455,2.458,2.624,2.717,2.673,261,2.01147
Public ISD,NORDHEIM ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,116,
Public ISD,NORDHEIM ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,116,1
Public ISD,NORMANGEE ISD,95.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0045,0.029,0.0345,0.04,0.0535,0.0485,0.06,220,
Public ISD,NORMANGEE ISD,95.6,7th Grade,total_infected_mean,1,1.4,1.74,2.05,2.244,2.369,2.421,2.6985,2.572,2.9455,220,1.988
Public ISD,NORTH EAST ISD,98,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0.0015,0.0005,0.0025,757,
Public ISD,NORTH EAST ISD,98,7th Grade,total_infected_mean,1,1,1.1265,1.2535,1.357,1.3905,1.3285,1.413,1.4305,1.4195,757,1.388764
Public ISD,NORTH HOPKINS ISD,95.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0145,0.0485,0.0615,0.0575,0.071,0.0765,0.095,247,
Public ISD,NORTH HOPKINS ISD,95.1,7th Grade,total_infected_mean,1,1.3915,1.698,2.3145,2.5955,2.7695,2.7675,3.063,3.2595,3.7425,247,2.30217
Public ISD,NORTH LAMAR ISD,98.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,479,
Public ISD,NORTH LAMAR ISD,98.8,7th Grade,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,479,1.165346
Public ISD,NORTH TEXAS COLLEGIATE ACADEMY,91.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.2115,0.2675,0.2715,0.296,0.2895,0.2875,0.321,269,0.215756
Public ISD,NORTH TEXAS COLLEGIATE ACADEMY,91.5,7th Grade,total_infected_mean,1,1.934,3.1845,5.1135,7.5195,9.291,11.6475,15.6155,21.4425,37.3885,269,5.296356
Public ISD,NORTH ZULCH ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,333,
Public ISD,NORTH ZULCH ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,333,1
Public ISD,NORTHSIDE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,790,
Public ISD,NORTHSIDE ISD,96.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.0085,0.01,0.017,0.0135,0.015,790,0.00874
Public ISD,NORTHSIDE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,790,1
Public ISD,NORTHSIDE ISD,96.7,7th Grade,total_infected_mean,1,1,1.471,1.6915,1.713,1.8065,1.8825,1.8915,1.8545,1.9385,790,1.81866
Public ISD,NOVA ACADEMY SOUTHEAST,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,235,
Public ISD,NOVA ACADEMY SOUTHEAST,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,235,1
Public ISD,NUECES CANYON CISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,120,
Public ISD,NUECES CANYON CISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,120,1
Public ISD,NYOS CHARTER SCHOOL,93.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.085,0.1325,0.166,0.1625,0.173,0.1775,0.1805,833,0.164838
Public ISD,NYOS CHARTER SCHOOL,93.4,7th Grade,total_infected_mean,1,1.3845,2.34,3.2555,4.056,5.043,5.2555,6.1285,7.0995,8.595,833,5.11355
Private School,Nazareth Academy School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Nazareth Academy School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,New Braunfels Christian Academy,83,7th Grade,probability_exceeding_10_total_cases,0,0,0.546,0.6335,0.619,0.632,0.6405,0.6415,0.637,0.6315,,0.619
Private School,New Braunfels Christian Academy,83,7th Grade,total_infected_mean,1.6155,3.301,9.278,24.692,46.8715,72.72,97.405,146.933,242.4355,482.3515,,46.8715
Private School,North Dallas Adventist Academy,78.6,7th Grade,probability_exceeding_10_total_cases,0,0,0.686,0.694,0.7255,0.721,0.7025,0.705,0.692,0.706,,0.7255
Private School,North Dallas Adventist Academy,78.6,7th Grade,total_infected_mean,2.4255,4.304,14.7315,36.0175,74.85,110.496,144.2055,216.379,353.766,721.1565,,74.85
Private School,Northland Christian School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Northland Christian School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Northstar School,72.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.7765,0.779,0.765,0.7825,0.7815,0.7705,0.7755,0.77,,0.765
Private School,Northstar School,72.7,7th Grade,total_infected_mean,2.4015,5.203,21.4865,53.0125,103.1645,157.8215,209.7125,310.6185,520.6855,1033.069,,103.1645
Private School,Notre Dame Catholic School Kerrville,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Notre Dame Catholic School Kerrville,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Notre Dame of Dallas SP School and Vocat,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Notre Dame of Dallas SP School and Vocat,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Public ISD,O'DONNELL ISD,93.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,253,0.09666
Public ISD,O'DONNELL ISD,93.3,7th Grade,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,253,3.276296
Public ISD,OAKWOOD ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,101,
Public ISD,OAKWOOD ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,101,1
Public ISD,ODEM-EDROY ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,231,
Public ISD,ODEM-EDROY ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,231,1
Public ISD,ODYSSEY ACADEMY INC,98.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,560,
Public ISD,ODYSSEY ACADEMY INC,98.3,7th Grade,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,560,1.32524
Public ISD,OGLESBY ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,237,
Public ISD,OGLESBY ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,237,1
Public ISD,OLFEN ISD,90,7th Grade,probability_exceeding_10_total_cases,0,0,0.058,0.2995,0.342,0.3515,0.3795,0.3885,0.388,0.3885,42,
Public ISD,OLFEN ISD,90,7th Grade,total_infected_mean,1,1.879,3.6575,6.821,11.375,15.5895,21.199,30.666,48.424,92.614,42,2.282126667
Public ISD,OLNEY ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,230,
Public ISD,OLNEY ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,230,1
Public ISD,OLTON ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,204,
Public ISD,OLTON ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,204,1
Public ISD,ONALASKA ISD,97.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.0005,0.001,0.002,0.0035,598,
Public ISD,ONALASKA ISD,97.9,7th Grade,total_infected_mean,1,1,1.295,1.363,1.387,1.3575,1.4345,1.452,1.4305,1.4895,598,1.375436
Public ISD,ORANGE GROVE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,412,
Public ISD,ORANGE GROVE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,412,1
Public ISD,ORANGEFIELD ISD,97.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.001,0.002,0.002,0.003,0.0025,593,
Public ISD,ORANGEFIELD ISD,97.7,7th Grade,total_infected_mean,1,1,1.295,1.375,1.4105,1.517,1.479,1.538,1.495,1.4785,593,1.450118
Public ISD,ORE CITY ISD,96.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.006,0.0125,0.019,0.0195,0.0205,0.0315,262,
Public ISD,ORE CITY ISD,96.4,7th Grade,total_infected_mean,1,1,1.482,1.6955,1.9105,1.9345,2.01,2.0765,2.034,2.196,262,1.70582
Public ISD,ORENDA CHARTER SCHOOL,98.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,496,
Public ISD,ORENDA CHARTER SCHOOL,98.8,7th Grade,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,496,1.168304
Public ISD,OVERTON ISD,97.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,261,
Public ISD,OVERTON ISD,97.1,7th Grade,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,261,1.620198
Private School,Oak Creek Academy,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Oak Creek Academy,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Oak Hill Academy,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Oak Hill Academy,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Odessa Christian School,93.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,,0.151
Private School,Odessa Christian School,93.3,7th Grade,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,,4.371
Private School,Our Lady Queen Of Peace Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Our Lady Queen Of Peace Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Our Lady of Fatima School - Galena Park,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Our Lady of Fatima School - Galena Park,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Our Lady of Guadalupe School Houston,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Our Lady of Guadalupe School Houston,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Our Lady of Perpetual Help Catholic Scho,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Our Lady of Perpetual Help Catholic Scho,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Our Lady of Perpetual Help Dallas,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Our Lady of Perpetual Help Dallas,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Our Lady of Refuge School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Our Lady of Refuge School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Our Lady of Sorrows School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Our Lady of Sorrows School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Our Lady of Victory Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Our Lady of Victory Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Our Savior Lutheran School Houston,85.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,,0.5465
Private School,Our Savior Lutheran School Houston,85.7,7th Grade,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,,32.549
Private School,Ovilla Christian School,87.5,7th Grade,probability_exceeding_10_total_cases,0,0,0.3015,0.455,0.489,0.4795,0.4805,0.5195,0.488,0.504,,0.489
Private School,Ovilla Christian School,87.5,7th Grade,total_infected_mean,1.6335,2.6125,5.5935,12.1555,22.8285,32.783,44.1915,71.2695,112.3235,228.246,,22.8285
Public ISD,PADUCAH ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,156,
Public ISD,PADUCAH ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,156,1
Public ISD,PAINT CREEK ISD,88.9,7th Grade,probability_exceeding_10_total_cases,0,0,0.2165,0.3915,0.415,0.4405,0.431,0.4425,0.4405,0.429,111,0.229333333
Public ISD,PAINT CREEK ISD,88.9,7th Grade,total_infected_mean,1.6195,1.9185,4.833,9.0685,16.051,24.0665,30.1085,46.6675,75.002,145.121,111,5.143603333
Public ISD,PAINT ROCK ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,65,
Public ISD,PAINT ROCK ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,65,1
Public ISD,PALACIOS ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,632,
Public ISD,PALACIOS ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,632,1
Public ISD,PALESTINE ISD,98.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,531,
Public ISD,PALESTINE ISD,98.6,7th Grade,total_infected_mean,1,1,1.141,1.1965,1.216,1.268,1.229,1.239,1.246,1.257,531,1.222448
Public ISD,PALMER ISD,96.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,357,0.005422
